as_of_date,game_pk,home_team,home_combined_rating,away_team,away_combined_rating,elo_diff,home_win_prob
2026-07-28,822703,Washington Nationals,1505.4,Toronto Blue Jays,1489.3,16.1,53.1
2026-07-28,822949,Tampa Bay Rays,1522.7,Texas Rangers,1507.2,15.5,57.2
2026-07-28,823026,St. Louis Cardinals,1507.0,Chicago Cubs,1549.4,-42.4,46.8
2026-07-28,823193,San Francisco Giants,1466.8,Milwaukee Brewers,1572.3,-105.5,39.9
2026-07-28,823275,San Diego Padres,1511.0,Colorado Rockies,1433.8,77.2,64.4
2026-07-28,823350,Pittsburgh Pirates,1525.6,Arizona Diamondbacks,1513.9,11.7,54.2
2026-07-28,823598,New York Mets,1480.3,Atlanta Braves,1534.8,-54.5,46.0
2026-07-28,823676,Minnesota Twins,1486.9,Kansas City Royals,1473.5,13.4,55.8
2026-07-28,823838,Miami Marlins,1512.4,Philadelphia Phillies,1526.2,-13.8,51.1
2026-07-28,823923,Los Angeles Dodgers,1562.4,Seattle Mariners,1506.9,55.5,63.9
2026-07-28,824003,Los Angeles Angels,1455.5,Houston Astros,1497.6,-42.1,46.2
2026-07-28,824243,Detroit Tigers,1516.9,Baltimore Orioles,1524.4,-7.5,51.8
2026-07-28,824489,Cincinnati Reds,1497.1,Cleveland Guardians,1518.2,-21.1,49.6
2026-07-28,824490,Cincinnati Reds,1497.1,Cleveland Guardians,1518.2,-21.1,49.6
2026-07-28,824569,Chicago White Sox,1513.8,New York Yankees,1542.4,-28.6,50.7
2026-07-28,824976,Athletics,1445.2,Boston Red Sox,1558.1,-112.9,37.0
