as_of_date,game_pk,home_team,home_combined_rating,away_team,away_combined_rating,elo_diff,home_win_prob
2026-08-17,822939,Tampa Bay Rays,1547.6,Baltimore Orioles,1524.1,23.5,58.3
2026-08-17,823343,Pittsburgh Pirates,1504.2,Detroit Tigers,1532.7,-28.5,48.4
2026-08-17,823427,Philadelphia Phillies,1531.6,Miami Marlins,1518.4,13.2,56.1
2026-08-17,823589,New York Mets,1494.4,San Diego Padres,1533.8,-39.4,48.1
2026-08-17,823668,Minnesota Twins,1484.2,Atlanta Braves,1552.3,-68.1,44.1
2026-08-17,824077,Kansas City Royals,1465.0,Athletics,1432.5,32.5,57.2
2026-08-17,824320,Colorado Rockies,1442.9,Los Angeles Dodgers,1542.3,-99.4,40.1
2026-08-17,824478,Cincinnati Reds,1497.0,St. Louis Cardinals,1511.1,-14.1,50.6
2026-08-17,824514,Cincinnati Reds,1497.0,St. Louis Cardinals,1511.1,-14.1,50.6
2026-08-17,824641,Chicago Cubs,1562.9,Chicago White Sox,1517.0,45.9,58.8
2026-08-17,824725,Boston Red Sox,1560.6,Arizona Diamondbacks,1528.0,32.6,57.3
