as_of_date,rank,team,pitcher,rating,opponent
2026-07-20,1,Texas Rangers,Jacob deGrom,1587.8,Chicago White Sox
2026-07-20,2,Philadelphia Phillies,Cristopher Sánchez,1568.6,Los Angeles Dodgers
2026-07-20,3,New York Mets,Freddy Peralta,1565.7,Milwaukee Brewers
2026-07-20,4,Cleveland Guardians,Tanner Bibee,1565.4,Minnesota Twins
2026-07-20,5,Seattle Mariners,George Kirby,1563.2,Cincinnati Reds
2026-07-20,6,Cincinnati Reds,Andrew Abbott,1558.3,Seattle Mariners
2026-07-20,7,Toronto Blue Jays,Dylan Cease,1556.3,Tampa Bay Rays
2026-07-20,8,Tampa Bay Rays,Nick Martinez,1550.3,Toronto Blue Jays
2026-07-20,9,Chicago Cubs,Jameson Taillon,1550.2,Detroit Tigers
2026-07-20,10,Kansas City Royals,Michael Wacha,1546.9,San Francisco Giants
2026-07-20,11,Houston Astros,Ronel Blanco,1530.1,Miami Marlins
2026-07-20,12,Milwaukee Brewers,Jacob Misiorowski,1529.2,New York Mets
2026-07-20,13,Baltimore Orioles,Shane Baz,1528.3,Boston Red Sox
2026-07-20,14,Minnesota Twins,Joe Ryan,1526.1,Cleveland Guardians
2026-07-20,15,Pittsburgh Pirates,Braxton Ashcraft,1513.8,New York Yankees
2026-07-20,16,St. Louis Cardinals,Kyle Leahy,1511.6,Los Angeles Angels
2026-07-20,17,Atlanta Braves,Bryce Elder,1510.1,San Diego Padres
2026-07-20,18,Miami Marlins,Janson Junk,1505.4,Houston Astros
2026-07-20,19,San Francisco Giants,Trevor McDonald,1505.1,Kansas City Royals
2026-07-20,20,Boston Red Sox,Payton Tolle,1503.4,Baltimore Orioles
2026-07-20,21,Arizona Diamondbacks,Mitch Bratt,1503.3,Athletics
2026-07-20,22,Washington Nationals,Andrew Alvarez,1501.6,Colorado Rockies
2026-07-20,23,Los Angeles Dodgers,Emmet Sheehan,1496.6,Philadelphia Phillies
2026-07-20,24,Athletics,Jeffrey Springs,1490.3,Arizona Diamondbacks
2026-07-20,25,New York Yankees,Ryan Weathers,1488.7,Pittsburgh Pirates
2026-07-20,26,Los Angeles Angels,José Soriano,1477.7,St. Louis Cardinals
2026-07-20,27,Detroit Tigers,Jack Flaherty,1476.4,Chicago Cubs
2026-07-20,28,San Diego Padres,JP Sears,1471.4,Atlanta Braves
2026-07-20,29,Chicago White Sox,Erick Fedde,1466.3,Texas Rangers
2026-07-20,30,Colorado Rockies,Kyle Freeland,1415.3,Washington Nationals
