as_of_date,game_pk,home_team,home_combined_rating,away_team,away_combined_rating,elo_diff,home_win_prob
2026-07-17,822789,Toronto Blue Jays,1499.0,Chicago White Sox,1508.8,-9.8,52.0
2026-07-17,823115,Seattle Mariners,1516.3,San Francisco Giants,1473.4,42.9,60.0
2026-07-17,823524,New York Yankees,1540.2,Los Angeles Dodgers,1557.6,-17.4,52.1
2026-07-17,823766,Milwaukee Brewers,1572.1,Miami Marlins,1529.7,42.4,58.6
2026-07-17,824009,Los Angeles Angels,1454.4,Detroit Tigers,1505.1,-50.7,45.0
2026-07-17,824090,Kansas City Royals,1463.8,San Diego Padres,1502.0,-38.2,47.1
2026-07-17,824170,Houston Astros,1490.8,Baltimore Orioles,1508.5,-17.7,52.7
2026-07-17,824332,Colorado Rockies,1439.6,Cincinnati Reds,1495.1,-55.5,46.3
2026-07-17,824414,Cleveland Guardians,1531.6,Pittsburgh Pirates,1523.7,7.9,54.0
2026-07-17,824655,Chicago Cubs,1543.0,Minnesota Twins,1491.9,51.1,59.6
2026-07-17,824737,Boston Red Sox,1543.5,Tampa Bay Rays,1519.4,24.1,56.1
2026-07-17,824766,Boston Red Sox,1543.5,Tampa Bay Rays,1519.4,24.1,56.1
2026-07-17,824901,Atlanta Braves,1533.4,Texas Rangers,1514.8,18.6,55.5
2026-07-17,824981,Athletics,1451.6,Washington Nationals,1509.4,-57.8,44.6
2026-07-17,825060,Arizona Diamondbacks,1512.6,St. Louis Cardinals,1517.6,-5.0,51.5
